Product_ID,Product_Name,Category,Supplier,Demand_Index,Current_Stock_Qty,Stock_After_Sales,Reorder_Level,Purchase_Price,Selling_Price,Discount_%,Revenue,Profit
P00850,Kids Wear Set,Men,FashionKart Supplies,238,36,0,98,1194,1413,20,40694.4,-2289.6
P00851,Denim Jeans,Men,FashionKart Supplies,379,221,2,237,1058,1557,5,323933.85,92231.85
P00852,Cotton Shirt,Kids,FashionKart Supplies,276,35,0,119,1002,1342,20,37576,2506
P00853,Denim Jeans,Kids,FashionKart Supplies,322,153,0,106,1289,1525,15,198326.25,1109.25
P00854,Formal Trousers,Men,Global Cloth House,308,122,0,134,1421,1821,5,211053.9,37691.9
P00855,Ladies Top,Men,Global Cloth House,231,218,96,125,1190,1574,5,182426.6,37246.6
P00856,Cotton Shirt,Women,FashionKart Supplies,469,275,145,207,1332,1622,25,158145,-15015
P00857,Kids Wear Set,Kids,FashionKart Supplies,165,56,0,55,426,845,15,40222,16366
P00858,Casual T-Shirt,Women,Global Cloth House,463,72,0,241,632,1227,15,75092.4,29588.4
P00859,Sports Shoes,Kids,FashionKart Supplies,64,120,88,66,1353,1536,15,41779.2,-1516.8
P00860,Woolen Jacket,Women,Global Cloth House,215,298,187,138,1042,1553,5,163763.85,48101.85
P00861,Leather Belt,Men,Premium Textile Ltd,278,293,227,134,317,618,10,36709.2,15787.2
P00862,Kids Wear Set,Kids,Premium Textile Ltd,240,200,146,118,274,668,0,36072,21276
P00863,Formal Trousers,Women,Premium Textile Ltd,64,230,196,77,571,1162,5,37532.6,18118.6
P00864,Sports Shoes,Men,TexFab Traders,309,28,0,114,1167,1509,0,42252,9576
P00865,Cotton Shirt,Kids,Premium Textile Ltd,275,25,0,146,1235,1571,5,37311.25,6436.25
P00866,Denim Jeans,Kids,Premium Textile Ltd,462,154,0,243,627,884,0,136136,39578
P00867,Casual T-Shirt,Kids,FashionKart Supplies,311,248,162,103,1270,1832,10,141796.8,32576.8
P00868,Casual T-Shirt,Women,FashionKart Supplies,370,293,206,193,867,1454,15,107523.3,32094.3
P00869,Sports Shoes,Kids,TexFab Traders,211,253,147,114,1265,1648,10,157219.2,23129.2
P00870,Denim Jeans,Women,Global Cloth House,269,299,192,87,1460,1868,15,169894.6,13674.6
P00871,Woolen Jacket,Men,TexFab Traders,354,122,0,212,937,1043,15,108159.1,-6154.9
P00872,Sports Shoes,Women,Premium Textile Ltd,102,261,201,67,1335,1843,25,82935,2835
P00873,Formal Trousers,Kids,FashionKart Supplies,272,269,198,99,579,1073,10,68564.7,27455.7
P00874,Sports Shoes,Kids,Premium Textile Ltd,238,77,0,88,409,549,20,33818.4,2325.4
P00875,Ladies Top,Men,FashionKart Supplies,127,127,79,54,318,752,10,32486.4,17222.4
P00876,Leather Belt,Women,Premium Textile Ltd,373,166,0,177,1128,1467,5,231345.9,44097.9
P00877,Silk Saree,Women,Global Cloth House,308,124,1,127,962,1485,15,155256.75,36930.75
P00878,Denim Jeans,Men,Premium Textile Ltd,307,244,88,134,643,1095,25,128115,27807
P00879,Leather Belt,Men,Premium Textile Ltd,204,276,199,112,908,1280,25,73920,4004
P00880,Leather Belt,Men,Global Cloth House,147,156,104,52,1422,1984,20,82534.4,8590.4
P00881,Casual T-Shirt,Women,TexFab Traders,372,271,185,211,351,932,25,60114,29928
P00882,Casual T-Shirt,Kids,FashionKart Supplies,57,254,225,64,237,472,25,10266,3393
P00883,Formal Trousers,Kids,FashionKart Supplies,345,53,0,96,507,980,20,41552,14681
P00884,Kids Wear Set,Men,FashionKart Supplies,162,224,172,50,1420,1785,25,69615,-4225
P00885,Leather Belt,Kids,TexFab Traders,190,84,19,49,501,992,5,61256,28691
P00886,Kids Wear Set,Men,TexFab Traders,244,31,0,89,376,692,10,19306.8,7650.8
P00887,Casual T-Shirt,Kids,TexFab Traders,267,225,154,135,255,472,15,28485.2,10380.2
P00888,Leather Belt,Kids,TexFab Traders,229,254,133,147,221,797,10,86793.3,60052.3
P00889,Leather Belt,Men,Global Cloth House,142,211,154,68,839,993,5,53770.95,5947.95
P00890,Ladies Top,Men,TexFab Traders,403,171,52,193,340,854,20,81300.8,40840.8
P00891,Denim Jeans,Kids,Premium Textile Ltd,272,251,107,112,1363,1819,0,261936,65664
P00892,Sports Shoes,Women,Premium Textile Ltd,202,104,0,110,562,971,20,80787.2,22339.2
P00893,Kids Wear Set,Kids,Premium Textile Ltd,96,86,57,74,1342,1939,25,42173.25,3255.25
P00894,Leather Belt,Men,FashionKart Supplies,140,223,164,77,951,1186,15,59477.9,3368.9
P00895,Ladies Top,Men,TexFab Traders,113,142,94,58,727,971,10,41947.2,7051.2
P00896,Leather Belt,Women,Global Cloth House,230,124,46,110,702,1202,0,93756,39000
P00897,Sports Shoes,Women,FashionKart Supplies,445,115,0,238,1174,1497,25,129116.25,-5893.75
P00898,Ladies Top,Kids,FashionKart Supplies,212,245,194,133,409,652,0,33252,12393
P00899,Ladies Top,Women,Premium Textile Ltd,443,203,102,225,781,1284,20,103747.2,24866.2
P00900,Sports Shoes,Men,Global Cloth House,236,240,168,133,1415,1522,10,98625.6,-3254.4
P00901,Woolen Jacket,Kids,Global Cloth House,88,197,146,63,1327,1587,10,72843.3,5166.3
P00902,Casual T-Shirt,Women,Global Cloth House,427,132,0,211,1023,1257,25,124443,-10593
P00903,Kids Wear Set,Men,Premium Textile Ltd,471,231,0,183,327,790,25,136867.5,61330.5
P00904,Cotton Shirt,Kids,Global Cloth House,404,64,0,240,514,790,15,42976,10080
P00905,Sports Shoes,Women,Premium Textile Ltd,407,209,0,196,556,800,25,125400,9196
P00906,Formal Trousers,Kids,Premium Textile Ltd,131,200,123,48,983,1282,5,93778.3,18087.3
P00907,Woolen Jacket,Kids,Premium Textile Ltd,226,256,147,89,1022,1250,0,136250,24852
P00908,Woolen Jacket,Men,TexFab Traders,165,43,1,54,433,741,20,24897.6,6711.6
P00909,Sports Shoes,Men,Premium Textile Ltd,427,299,208,160,234,780,15,60333,39039
P00910,Woolen Jacket,Men,TexFab Traders,72,102,62,71,543,722,0,28880,7160
P00911,Denim Jeans,Kids,Premium Textile Ltd,208,147,36,141,726,1138,10,113686.2,33100.2
P00912,Denim Jeans,Kids,FashionKart Supplies,380,48,0,215,1004,1184,20,45465.6,-2726.4
P00913,Silk Saree,Kids,Global Cloth House,441,96,0,215,914,1485,25,106920,19176
P00914,Ladies Top,Kids,TexFab Traders,152,176,118,72,523,808,25,35148,4814
P00915,Cotton Shirt,Men,TexFab Traders,110,111,68,59,1376,1700,0,73100,13932
P00916,Silk Saree,Women,Global Cloth House,59,111,92,40,1068,1507,0,28633,8341
P00917,Woolen Jacket,Kids,Global Cloth House,255,112,0,115,1020,1264,25,106176,-8064
P00918,Kids Wear Set,Women,Premium Textile Ltd,391,279,73,185,916,1133,20,186718.4,-1977.6
P00919,Sports Shoes,Men,Global Cloth House,488,186,1,233,1279,1606,0,297110,60495
P00920,Formal Trousers,Women,FashionKart Supplies,287,291,192,108,586,1158,10,103177.8,45163.8
P00921,Cotton Shirt,Women,Premium Textile Ltd,135,143,80,39,757,969,10,54942.3,7251.3
P00922,Cotton Shirt,Men,Global Cloth House,126,171,127,32,1194,1341,25,44253,-8283
P00923,Cotton Shirt,Men,TexFab Traders,106,222,196,63,562,1041,25,20299.5,5687.5
P00924,Woolen Jacket,Kids,Premium Textile Ltd,72,174,158,74,520,1009,5,15336.8,7016.8
P00925,Casual T-Shirt,Men,FashionKart Supplies,202,144,79,130,1069,1421,25,69273.75,-211.25
P00926,Casual T-Shirt,Kids,Global Cloth House,242,55,0,137,978,1345,5,70276.25,16486.25
P00927,Denim Jeans,Kids,Premium Textile Ltd,188,71,0,60,1369,1893,5,127682.85,30483.85
P00928,Leather Belt,Men,FashionKart Supplies,336,272,145,89,1453,1823,10,208368.9,23837.9
P00929,Casual T-Shirt,Kids,FashionKart Supplies,368,222,110,164,803,1040,25,87360,-2576
P00930,Kids Wear Set,Women,Global Cloth House,120,101,69,70,283,864,10,24883.2,15827.2
P00931,Ladies Top,Kids,Global Cloth House,143,152,92,40,575,931,10,50274,15774
P00932,Denim Jeans,Men,FashionKart Supplies,110,168,143,53,595,972,15,20655,5780
P00933,Denim Jeans,Men,Global Cloth House,431,299,63,163,223,766,20,144620.8,91992.8
P00934,Leather Belt,Men,FashionKart Supplies,487,45,0,215,520,1116,10,45198,21798
P00935,Silk Saree,Kids,Premium Textile Ltd,78,184,168,46,241,752,20,9625.6,5769.6
P00936,Silk Saree,Women,Premium Textile Ltd,447,223,83,196,999,1524,5,202692,62832
P00937,Silk Saree,Men,FashionKart Supplies,302,141,44,81,575,905,15,74617.25,18842.25
P00938,Kids Wear Set,Women,Global Cloth House,159,68,0,30,1178,1633,15,94387.4,14283.4
P00939,Leather Belt,Men,FashionKart Supplies,442,124,0,171,1073,1471,0,182404,49352
P00940,Casual T-Shirt,Kids,FashionKart Supplies,175,258,191,36,983,1467,10,88460.1,22599.1
P00941,Formal Trousers,Kids,Premium Textile Ltd,214,144,94,143,773,1200,20,48000,9350
P00942,Cotton Shirt,Women,Global Cloth House,288,39,0,139,704,1005,15,33315.75,5859.75
P00943,Formal Trousers,Men,TexFab Traders,451,272,13,237,744,901,10,210023.1,17327.1
P00944,Kids Wear Set,Kids,TexFab Traders,174,61,0,50,640,1064,0,64904,25864
P00945,Ladies Top,Women,FashionKart Supplies,90,234,210,36,435,815,10,17604,7164
P00946,Kids Wear Set,Women,Premium Textile Ltd,211,210,144,88,424,830,15,46563,18579
P00947,Casual T-Shirt,Men,Premium Textile Ltd,218,81,0,137,956,1390,5,106960.5,29524.5
P00948,Woolen Jacket,Men,FashionKart Supplies,245,227,150,130,625,825,20,50820,2695
P00949,Denim Jeans,Women,Global Cloth House,216,276,186,118,1099,1386,20,99792,882
P00950,Woolen Jacket,Women,Premium Textile Ltd,154,53,0,75,553,883,20,37439.2,8130.2
P00951,Ladies Top,Women,FashionKart Supplies,114,20,0,34,739,1061,20,16976,2196
P00952,Cotton Shirt,Men,Global Cloth House,446,158,30,177,298,714,10,82252.8,44108.8
P00953,Cotton Shirt,Kids,TexFab Traders,59,27,2,50,908,1205,25,22593.75,-106.25
P00954,Cotton Shirt,Kids,FashionKart Supplies,97,149,128,66,555,708,5,14124.6,2469.6
P00955,Kids Wear Set,Kids,TexFab Traders,264,62,0,101,1353,1802,5,106137.8,22251.8
P00956,Ladies Top,Men,TexFab Traders,121,34,0,73,1337,1583,25,40366.5,-5091.5
P00957,Formal Trousers,Kids,FashionKart Supplies,453,296,176,231,1041,1494,5,170316,45396
P00958,Kids Wear Set,Women,Premium Textile Ltd,208,61,0,147,907,1096,0,66856,11529
P00959,Silk Saree,Men,Premium Textile Ltd,290,172,88,105,730,988,5,78842.4,17522.4
P00960,Ladies Top,Men,FashionKart Supplies,72,66,43,42,343,515,15,10068.25,2179.25
P00961,Silk Saree,Men,TexFab Traders,336,104,0,111,655,1069,0,111176,43056
P00962,Denim Jeans,Women,FashionKart Supplies,487,187,84,177,529,1067,15,93415.85,38928.85
P00963,Silk Saree,Women,Global Cloth House,480,289,173,187,1112,1675,10,174870,45878
P00964,Denim Jeans,Kids,TexFab Traders,218,293,216,99,617,1149,25,66354.75,18845.75
P00965,Ladies Top,Women,Global Cloth House,177,229,160,59,452,570,15,33430.5,2242.5
P00966,Leather Belt,Kids,Premium Textile Ltd,285,247,99,96,720,1009,25,111999,5439
P00967,Formal Trousers,Men,FashionKart Supplies,188,295,209,64,1333,1635,15,119518.5,4880.5
P00968,Leather Belt,Kids,FashionKart Supplies,473,66,0,243,412,947,15,53126.7,25934.7
P00969,Woolen Jacket,Kids,TexFab Traders,430,92,0,153,276,679,5,59344.6,33952.6
P00970,Casual T-Shirt,Women,TexFab Traders,88,294,244,53,1300,1476,5,70110,5110
P00971,Formal Trousers,Women,Global Cloth House,431,224,36,207,341,821,15,131195.8,67087.8
P00972,Cotton Shirt,Men,FashionKart Supplies,207,160,46,141,823,1066,5,115447.8,21625.8
P00973,Cotton Shirt,Kids,FashionKart Supplies,293,22,0,91,1282,1558,25,25707,-2497
P00974,Cotton Shirt,Kids,Global Cloth House,338,34,0,102,1029,1591,15,45979.9,10993.9
P00975,Ladies Top,Women,FashionKart Supplies,279,268,164,123,934,1223,0,127192,30056
P00976,Woolen Jacket,Women,FashionKart Supplies,362,85,0,171,757,929,5,75016.75,10671.75
P00977,Kids Wear Set,Kids,TexFab Traders,104,80,26,54,445,720,20,31104,7074
P00978,Woolen Jacket,Men,Premium Textile Ltd,242,169,113,82,694,1154,5,61392.8,22528.8
P00979,Silk Saree,Women,TexFab Traders,160,238,181,56,332,502,10,25752.6,6828.6
P00980,Kids Wear Set,Men,Premium Textile Ltd,160,95,50,59,528,749,0,33705,9945
P00981,Sports Shoes,Women,Global Cloth House,72,298,283,50,212,723,10,9760.5,6580.5
P00982,Silk Saree,Men,Global Cloth House,149,212,126,47,852,1119,20,76987.2,3715.2
P00983,Woolen Jacket,Men,FashionKart Supplies,469,262,120,159,1200,1664,15,200844.8,30444.8
P00984,Denim Jeans,Women,FashionKart Supplies,278,82,0,104,1234,1653,0,135546,34358
P00985,Denim Jeans,Women,Premium Textile Ltd,138,135,107,61,1480,1788,0,50064,8624
P00986,Leather Belt,Men,TexFab Traders,154,166,119,52,633,876,0,41172,11421
P00987,Denim Jeans,Women,Global Cloth House,306,205,142,95,1142,1413,25,66764.25,-5181.75
P00988,Leather Belt,Kids,Premium Textile Ltd,448,91,0,183,273,727,0,66157,41314
P00989,Leather Belt,Kids,FashionKart Supplies,447,112,13,214,774,1097,0,108603,31977
P00990,Cotton Shirt,Women,TexFab Traders,152,234,179,61,980,1273,15,59512.75,5612.75
P00991,Silk Saree,Men,FashionKart Supplies,60,206,187,51,610,1153,0,21907,10317
P00992,Woolen Jacket,Men,TexFab Traders,400,157,26,212,1188,1497,25,147080.25,-8547.75
P00993,Sports Shoes,Men,Global Cloth House,153,223,134,43,1277,1652,5,139676.6,26023.6
P00994,Kids Wear Set,Women,Global Cloth House,302,175,89,109,1290,1631,10,126239.4,15299.4
P00995,Formal Trousers,Men,FashionKart Supplies,381,258,181,158,580,771,20,47493.6,2833.6
P00996,Leather Belt,Women,FashionKart Supplies,484,237,0,243,477,1073,0,254301,141252
P00997,Denim Jeans,Kids,Global Cloth House,376,261,103,239,229,687,25,81409.5,45227.5
P00998,Ladies Top,Kids,TexFab Traders,414,284,91,180,1492,1777,10,308664.9,20708.9
P00999,Silk Saree,Men,TexFab Traders,369,199,0,183,1386,1756,25,262083,-13731
P01000,Formal Trousers,Men,FashionKart Supplies,485,102,0,246,1180,1397,5,135369.3,15009.3
P01001,Silk Saree,Kids,Global Cloth House,320,263,147,117,803,1027,10,107218.8,14070.8
P01002,Kids Wear Set,Kids,TexFab Traders,233,206,89,149,1409,1852,20,173347.2,8494.2
P01003,Silk Saree,Kids,TexFab Traders,268,141,37,103,1379,1716,5,169540.8,26124.8
P01004,Woolen Jacket,Women,TexFab Traders,322,87,6,123,322,770,15,53014.5,26932.5
P01005,Ladies Top,Men,Premium Textile Ltd,372,130,0,151,632,929,5,114731.5,32571.5
P01006,Leather Belt,Kids,Premium Textile Ltd,138,165,128,30,1070,1556,15,48936.2,9346.2
P01007,Kids Wear Set,Men,Premium Textile Ltd,320,27,0,117,767,1297,5,33268.05,12559.05
P01008,Sports Shoes,Women,Global Cloth House,383,196,75,190,1484,1958,10,213226.2,33662.2
P01009,Woolen Jacket,Women,Premium Textile Ltd,72,67,38,74,749,1017,15,25069.05,3348.05
P01010,Formal Trousers,Men,TexFab Traders,293,66,0,92,564,753,25,37273.5,49.5
P01011,Leather Belt,Men,TexFab Traders,283,279,184,125,407,923,20,70148,31483
P01012,Sports Shoes,Women,TexFab Traders,236,50,0,107,1098,1571,25,58912.5,4012.5
P01013,Ladies Top,Men,Premium Textile Ltd,51,43,15,43,825,1204,10,30340.8,7240.8
P01014,Formal Trousers,Women,Global Cloth House,140,186,149,44,715,971,0,35927,9472
P01015,Cotton Shirt,Kids,Global Cloth House,415,93,0,208,822,1139,20,84741.6,8295.6
P01016,Kids Wear Set,Kids,Premium Textile Ltd,119,137,114,35,767,1153,25,19889.25,2248.25
P01017,Formal Trousers,Kids,Premium Textile Ltd,419,147,0,196,641,1032,5,144118.8,49891.8
P01018,Sports Shoes,Women,FashionKart Supplies,251,79,0,92,438,826,25,48940.5,14338.5
P01019,Kids Wear Set,Women,TexFab Traders,108,177,116,78,632,1162,0,70882,32330
P01020,Formal Trousers,Women,TexFab Traders,498,276,60,181,248,494,15,90698.4,37130.4
P01021,Denim Jeans,Women,TexFab Traders,489,164,9,209,1043,1586,15,208955.5,47290.5
P01022,Denim Jeans,Kids,Premium Textile Ltd,106,69,31,33,245,514,0,19532,10222
P01023,Sports Shoes,Women,FashionKart Supplies,174,211,131,45,1288,1475,0,118000,14960
P01024,Casual T-Shirt,Men,Global Cloth House,138,80,49,44,738,1051,5,30951.95,8073.95
P01025,Ladies Top,Kids,Premium Textile Ltd,61,51,18,61,436,762,20,20116.8,5728.8
P01026,Formal Trousers,Women,FashionKart Supplies,184,279,228,56,672,930,10,42687,8415
P01027,Woolen Jacket,Women,Global Cloth House,168,36,0,74,316,458,10,14839.2,3463.2
P01028,Formal Trousers,Women,TexFab Traders,84,151,116,45,1121,1597,15,47510.75,8275.75
P01029,Silk Saree,Women,TexFab Traders,222,173,66,101,262,517,0,55319,27285
P01030,Woolen Jacket,Kids,TexFab Traders,371,187,90,187,660,1218,20,94516.8,30496.8
P01031,Denim Jeans,Women,FashionKart Supplies,121,145,107,71,536,1122,10,38372.4,18004.4
P01032,Woolen Jacket,Men,Premium Textile Ltd,56,73,45,69,772,958,5,25482.8,3866.8
P01033,Denim Jeans,Women,Premium Textile Ltd,80,99,74,40,583,1073,20,21460,6885
P01034,Formal Trousers,Kids,FashionKart Supplies,324,142,0,85,1040,1189,0,168838,21158
P01035,Sports Shoes,Women,Global Cloth House,303,254,113,138,1025,1340,0,188940,44415
P01036,Cotton Shirt,Kids,Global Cloth House,360,64,0,225,251,688,10,39628.8,23564.8
P01037,Woolen Jacket,Kids,TexFab Traders,162,179,107,39,1174,1598,15,97797.6,13269.6
P01038,Ladies Top,Men,FashionKart Supplies,100,200,159,33,819,1369,5,53322.55,19743.55
P01039,Ladies Top,Kids,Global Cloth House,178,205,112,60,712,942,10,78845.4,12629.4
P01040,Formal Trousers,Kids,TexFab Traders,138,119,57,58,587,927,25,43105.5,6711.5
P01041,Denim Jeans,Kids,TexFab Traders,455,195,0,152,1456,1706,15,282769.5,-1150.5
P01042,Formal Trousers,Men,Premium Textile Ltd,272,232,131,105,1450,1843,10,167528.7,21078.7
P01043,Kids Wear Set,Men,Premium Textile Ltd,296,263,166,140,989,1422,0,137934,42001
P01044,Kids Wear Set,Kids,Global Cloth House,93,163,131,62,254,660,25,15840,7712
P01045,Sports Shoes,Men,TexFab Traders,334,217,34,110,1184,1395,25,191463.75,-25208.25
P01046,Cotton Shirt,Men,FashionKart Supplies,187,93,0,70,763,1280,0,119040,48081
P01047,Silk Saree,Kids,TexFab Traders,446,244,80,247,1343,1509,20,197980.8,-22271.2
P01048,Sports Shoes,Kids,Global Cloth House,238,170,97,109,511,919,0,67087,29784
P01049,Formal Trousers,Men,FashionKart Supplies,174,151,49,63,320,616,25,47124,14484
P01050,Denim Jeans,Women,Global Cloth House,434,279,136,188,1384,1772,15,215386.6,17474.6
P01051,Formal Trousers,Men,Premium Textile Ltd,297,237,138,141,1265,1376,0,136224,10989
P01052,Ladies Top,Men,Premium Textile Ltd,164,237,162,38,727,1298,5,92482.5,37957.5
P01053,Silk Saree,Women,TexFab Traders,291,160,72,81,838,958,10,75873.6,2129.6
P01054,Kids Wear Set,Kids,Global Cloth House,252,104,34,118,1295,1692,20,94752,4102
P01055,Kids Wear Set,Men,TexFab Traders,307,294,112,99,689,1009,25,137728.5,12330.5
P01056,Cotton Shirt,Men,Global Cloth House,245,103,44,82,1377,1916,15,96087.4,14844.4
P01057,Leather Belt,Men,Premium Textile Ltd,470,140,0,246,203,644,5,85652,57232
P01058,Leather Belt,Women,Premium Textile Ltd,86,90,63,62,580,947,10,23012.1,7352.1
P01059,Leather Belt,Men,Global Cloth House,237,38,0,135,1233,1412,25,40242,-6612
P01060,Woolen Jacket,Kids,FashionKart Supplies,174,78,0,62,860,1237,0,96486,29406
P01061,Kids Wear Set,Men,Premium Textile Ltd,322,27,0,97,1256,1356,15,31120.2,-2791.8
P01062,Casual T-Shirt,Men,Premium Textile Ltd,54,99,67,47,1032,1470,25,35280,2256
P01063,Leather Belt,Kids,Global Cloth House,74,202,182,69,889,1361,0,27220,9440
P01064,Denim Jeans,Men,TexFab Traders,280,291,145,117,946,1482,0,216372,78256
P01065,Casual T-Shirt,Women,Premium Textile Ltd,449,48,0,165,544,912,20,35020.8,8908.8
P01066,Kids Wear Set,Kids,Premium Textile Ltd,82,233,205,79,592,1180,5,31388,14812
P01067,Denim Jeans,Men,Premium Textile Ltd,396,119,0,194,425,570,10,61047,10472
P01068,Formal Trousers,Women,Premium Textile Ltd,72,113,81,79,1118,1628,25,39072,3296
P01069,Ladies Top,Men,TexFab Traders,321,60,0,134,516,701,0,42060,11100
P01070,Sports Shoes,Women,FashionKart Supplies,98,220,170,31,1401,1745,10,78525,8475
P01071,Casual T-Shirt,Kids,TexFab Traders,185,78,0,30,459,931,20,58094.4,22292.4
P01072,Kids Wear Set,Kids,Global Cloth House,56,235,218,34,741,913,25,11640.75,-956.25
P01073,Kids Wear Set,Kids,FashionKart Supplies,262,285,190,95,532,708,20,53808,3268
P01074,Leather Belt,Kids,Global Cloth House,425,173,0,159,1380,1740,20,240816,2076
P01075,Cotton Shirt,Kids,FashionKart Supplies,180,86,9,36,1238,1569,10,108731.7,13405.7
P01076,Sports Shoes,Women,Premium Textile Ltd,476,239,95,244,491,889,0,128016,57312
P01077,Kids Wear Set,Kids,Premium Textile Ltd,414,109,0,229,283,459,0,50031,19184
P01078,Formal Trousers,Men,Global Cloth House,140,106,40,43,538,812,25,40194,4686
P01079,Woolen Jacket,Women,Premium Textile Ltd,144,242,212,38,702,1117,25,25132.5,4072.5
P01080,Casual T-Shirt,Women,FashionKart Supplies,400,184,69,172,1441,1990,20,183080,17365
P01081,Silk Saree,Women,FashionKart Supplies,68,276,260,69,1188,1737,25,20844,1836
P01082,Sports Shoes,Kids,TexFab Traders,232,126,31,139,1360,1805,5,162901.25,33701.25
P01083,Casual T-Shirt,Men,TexFab Traders,139,78,14,48,223,434,15,23609.6,9337.6
P01084,Formal Trousers,Women,Premium Textile Ltd,169,198,139,61,992,1463,15,73369.45,14841.45
P01085,Denim Jeans,Women,TexFab Traders,469,268,46,225,1478,2053,25,341824.5,13708.5
P01086,Cotton Shirt,Women,TexFab Traders,223,37,0,149,791,905,20,26788,-2479
P01087,Sports Shoes,Kids,FashionKart Supplies,106,218,175,46,698,1238,20,42587.2,12573.2
P01088,Sports Shoes,Women,Global Cloth House,78,41,17,30,961,1223,5,27884.4,4820.4
P01089,Silk Saree,Men,Premium Textile Ltd,479,182,0,194,777,1074,15,166147.8,24733.8
P01090,Kids Wear Set,Kids,FashionKart Supplies,56,193,175,52,1309,1805,20,25992,2430
P01091,Formal Trousers,Men,Premium Textile Ltd,452,52,0,153,938,1321,25,51519,2743
P01092,Casual T-Shirt,Kids,TexFab Traders,413,273,185,246,223,775,0,68200,48576
P01093,Ladies Top,Men,Premium Textile Ltd,381,178,65,241,217,360,10,36612,12091
P01094,Silk Saree,Women,TexFab Traders,280,244,148,135,1282,1761,5,160603.2,37531.2
P01095,Cotton Shirt,Kids,TexFab Traders,284,126,29,142,937,1203,5,110856.45,19967.45
P01096,Casual T-Shirt,Men,Premium Textile Ltd,399,95,0,184,1344,1767,0,167865,40185
P01097,Woolen Jacket,Women,Premium Textile Ltd,437,185,0,212,940,1125,25,156093.75,-17806.25
P01098,Cotton Shirt,Women,Global Cloth House,154,269,235,42,1097,1636,20,44499.2,7201.2
P01099,Silk Saree,Women,FashionKart Supplies,195,183,121,70,432,922,15,48589.4,21805.4
P01100,Leather Belt,Kids,Premium Textile Ltd,214,213,151,134,690,896,5,52774.4,9994.4
P01101,Ladies Top,Men,FashionKart Supplies,477,204,38,155,563,864,5,136252.8,42794.8
P01102,Denim Jeans,Kids,TexFab Traders,184,133,40,37,240,635,10,53149.5,30829.5
P01103,Cotton Shirt,Women,Premium Textile Ltd,159,240,181,79,1117,1220,0,71980,6077
P01104,Woolen Jacket,Women,Global Cloth House,75,36,0,53,742,1046,25,28242,1530
P01105,Silk Saree,Kids,Premium Textile Ltd,195,120,37,77,1464,2052,10,153284.4,31772.4
P01106,Sports Shoes,Kids,FashionKart Supplies,222,54,0,107,1069,1561,15,71649.9,13923.9
P01107,Formal Trousers,Kids,Global Cloth House,146,74,0,52,904,1246,20,73763.2,6867.2
P01108,Leather Belt,Men,Premium Textile Ltd,264,111,0,126,1261,1499,10,149750.1,9779.1
P01109,Cotton Shirt,Kids,TexFab Traders,98,115,69,38,628,962,20,35401.6,6513.6
P01110,Woolen Jacket,Women,TexFab Traders,376,70,0,230,840,1309,10,82467,23667
P01111,Formal Trousers,Kids,FashionKart Supplies,191,216,133,52,1101,1361,10,101666.7,10283.7
P01112,Casual T-Shirt,Kids,FashionKart Supplies,329,170,19,89,1112,1708,15,219221.8,51309.8
P01113,Ladies Top,Kids,Premium Textile Ltd,206,277,222,115,865,1427,25,58863.75,11288.75
P01114,Silk Saree,Women,Premium Textile Ltd,257,114,59,122,910,1493,20,65692,15642
P01115,Leather Belt,Kids,FashionKart Supplies,177,112,75,73,709,966,20,28593.6,2360.6
P01116,Ladies Top,Kids,Global Cloth House,342,241,151,132,1345,1743,20,125496,4446
P01117,Cotton Shirt,Men,TexFab Traders,346,96,0,133,420,1002,10,86572.8,46252.8
P01118,Leather Belt,Women,TexFab Traders,240,182,58,140,996,1190,0,147560,24056
P01119,Casual T-Shirt,Men,FashionKart Supplies,316,21,0,129,681,1167,10,22056.3,7755.3
P01120,Woolen Jacket,Kids,TexFab Traders,261,172,89,109,420,792,5,62449.2,27589.2
P01121,Leather Belt,Men,Premium Textile Ltd,489,295,62,151,1122,1351,0,314783,53357
P01122,Woolen Jacket,Men,TexFab Traders,277,182,38,145,691,811,5,110944.8,11440.8
P01123,Ladies Top,Kids,Premium Textile Ltd,465,167,0,223,507,977,25,122369.25,37700.25
P01124,Denim Jeans,Men,FashionKart Supplies,110,144,86,37,665,1007,5,55485.7,16915.7
P01125,Kids Wear Set,Men,TexFab Traders,496,40,0,152,1078,1663,5,63194,20074
P01126,Sports Shoes,Men,TexFab Traders,241,269,153,105,707,839,25,72993,-9019
P01127,Formal Trousers,Kids,Premium Textile Ltd,84,212,172,37,960,1142,0,45680,7280
P01128,Kids Wear Set,Kids,FashionKart Supplies,368,111,0,150,1359,1654,20,146875.2,-3973.8
P01129,Kids Wear Set,Women,FashionKart Supplies,344,298,194,147,374,724,20,60236.8,21340.8
P01130,Formal Trousers,Men,Global Cloth House,492,282,23,198,961,1403,5,345208.15,96309.15
P01131,Denim Jeans,Men,Global Cloth House,115,144,109,52,897,1350,15,40162.5,8767.5
P01132,Ladies Top,Kids,Global Cloth House,142,204,156,52,1488,1701,15,69400.8,-2023.2
P01133,Kids Wear Set,Kids,TexFab Traders,424,114,21,219,1291,1636,25,114111,-5952
P01134,Woolen Jacket,Women,TexFab Traders,311,278,165,131,453,999,0,112887,61698
P01135,Woolen Jacket,Kids,Global Cloth House,299,91,0,147,1338,1750,5,151287.5,29529.5
P01136,Woolen Jacket,Women,Global Cloth House,294,33,0,95,241,805,25,19923.75,11970.75
